Id,ratio[0],ratio[1],ratio[2],ratio[3],ratio[4],ratio[5],ratio[6],ratio[7],ratio[8],ratio[9],ratio[10],ratio[11],ratio[12],ratio[13],ratio[14],ratio[15],ratio[16],ratio[17],ratio[18],ratio[19],ratio[20],ratio[21],ratio[22],ratio[23],ratio[24],ratio[25],ratio[26],ratio[27],ratio[28],ratio[29],cd,cl,cm,cy,Cx,Cy,Cz,Cmx,Cmy,Cmz,Volume
310,0.283888889,0.2202,0.049178572,-0.090983091,0.034013004,0.183031695,0.064114457,0.001863291,-0.098811067,0.016824211,-0.118300927,-0.124099175,0.378547677,-0.097332113,0.224627453,0.168907975,0.009601364,0.034729137,-0.066638882,0.241631064,0.244454104,0.18072292,0.0667516,0.006044683,0.002352731,0.046810484,-0.037939122,-0.039666411,0.116297861,0.096341391,0.918767284,3.697876412,-21.31803938,3.752958536,0.651224711,3.72703025,-5.26E-05,0.000842785,0.000371764,21.224828,10.358484
311,-0.046111111,0.0816,0.008125113,-0.198842093,0.097540992,-0.042079476,0.129737105,0.053244746,-0.08362204,-0.162540622,-0.013827013,-0.00270056,0.072542146,0.468292681,0.268294482,-0.053784752,0.162426121,0.256861073,0.173208261,0.024994916,0.202050625,0.208947689,0.021307898,0.262268778,0.168286467,0.174229818,0.196670599,0.086344013,0.085011262,0.075453108,1.155015602,4.10160548,-24.6166465,4.17218399,0.85756283,4.0957683,9.61E-05,0.001617279,-0.00084861,24.1327572,12.852065
312,0.091388889,-0.0654,0.055318152,0.201027214,0.002531293,0.191798867,0.0380659,0.066765423,0.027630291,-0.001953382,-0.063848907,-0.134143505,0.189147906,0.401800809,0.245539453,0.131224006,0.143055133,0.008982273,0.078129559,0.156337251,0.030988516,0.119040865,0.212085905,0.032152688,0.191891631,0.064193549,-0.01991501,0.077449291,-0.021677117,0.02051621,0.81156656,3.578143662,-20.21850524,3.626039505,0.556857765,3.59858553,3.38E-06,0.002031328,9.16E-05,20.0932564,11.217376
313,0.0425,-0.0024,0.029613592,0.057625966,-0.025763517,0.123011649,-0.011458655,-0.036981654,-0.056778602,-0.125354878,-0.137908783,-0.069856008,0.472138925,0.165369329,0.051046063,0.182905056,0.345734914,0.346030674,0.383023366,0.191692275,0.204470444,0.081187608,0.12541443,0.254675392,0.096264647,0.176782498,-0.005173679,0.031088908,0.102311678,0.086707803,1.009748309,3.530056471,-20.48875186,3.591893911,0.754562809,3.54915827,0.000139831,0.002033128,-0.000779613,20.2458315,13.624191
314,0.189166667,-0.0402,-0.002794948,-0.069481086,0.11222147,-0.152477758,-0.014578571,0.020832243,0.033326339,-0.123938586,-0.051955676,0.006637393,0.268904489,0.318154585,0.371171109,0.034088022,0.27659314,0.287493287,0.167285697,0.24681441,0.199376832,0.033575937,0.100814423,-0.029424685,0.189612164,0.170436152,0.127877083,0.010335424,0.006056885,0.066496017,1.000694876,3.675013989,-21.3330706,3.735866785,0.735009527,3.68925325,1.44E-05,0.002191136,0.000201703,21.0534247,13.104881
315,0.326666667,0.2244,0.071179928,0.171820905,0.081188945,-0.009768386,-0.029932158,0.109745982,-0.130496003,-0.027124147,0.017611823,-0.029670942,0.013527448,0.341560189,-0.099021866,0.136722277,0.139974241,0.386619795,0.335652896,0.080332567,0.080054489,0.058535074,0.130922719,0.294787024,0.157526552,0.132568234,0.186825746,0.070777463,0.0330896,0.086941557,0.800621773,3.189505515,-17.76865654,3.237584591,0.570823962,3.19151231,0.000148721,0.002028395,-0.001155859,17.5038644,11.563346
316,0.192222222,0.2622,-0.004429723,0.243397839,0.072825981,-0.108912779,0.076002256,-0.031009388,0.010629282,-0.062319338,-0.102294896,-0.070350222,0.490208359,0.403745691,0.039256037,-0.005782117,0.317566166,-0.065288854,-0.035889048,0.198422947,0.229882776,0.20958306,0.20881179,0.299332497,0.029370546,0.137265851,0.044032761,0.035926897,0.103770381,0.004174225,0.803084396,3.360206197,-18.91650643,3.408041239,0.562686378,3.3792877,-7.82E-05,0.000911004,0.00049119,18.7735565,11.424636
317,-0.110277778,0.279,0.120280719,0.258357241,-0.03555574,-0.046426554,-0.047506654,0.011120534,0.004419198,-0.059277829,-4.25E-05,-0.041372971,0.118751704,-0.063089255,0.439017793,0.175236728,0.209046657,0.288052095,-0.052527916,0.301490124,0.135171965,0.057482627,0.156928193,0.26913033,-0.022944463,0.105782562,-0.00878123,0.025503224,0.072600004,0.052349759,0.931346202,3.627625639,-20.9500896,3.683756351,0.67000347,3.6506804,-8.19E-05,0.001488083,0.000689522,20.7813556,11.493821
318,0.348055556,-0.036,0.168307696,-0.158275674,-0.032553272,-0.189519971,-0.073654606,0.106532883,-0.092937808,-0.146823704,-0.022999181,-0.02760588,0.271044828,0.150658556,0.342158623,0.024319834,0.01820993,0.274378306,0.369116114,0.208903996,0.188490353,0.062158018,0.275028864,0.225080188,-0.000683936,0.08786388,0.038567715,0.107900674,0.044155905,0.058434249,1.041926496,3.745100597,-21.74183805,3.808658838,0.771403236,3.75286417,1.48E-05,0.001049655,0.000368383,21.3829645,13.260589
319,-0.046111111,0.0144,-0.0844623,0.137027514,-0.033927952,0.090814571,-0.119839111,0.024312608,-0.142845937,-0.18977421,-0.021871382,-0.049491988,-0.003749477,0.32839114,0.182980704,-0.021546077,-0.041978101,0.326237576,-0.044358063,0.231639643,-0.02148173,0.07772011,0.016588986,0.182623352,0.18706924,0.14140404,0.024553245,0.154447968,0.022408626,0.009715344,1.036625785,4.008299214,-23.31688533,4.070846558,0.747642598,4.02073118,9.99E-05,0.000697187,-0.000106738,23.0064306,11.636102
320,0.314444444,0.2874,0.156393946,-0.14097129,-0.168971401,0.186906233,-0.021575963,0.10049217,-0.155097375,-0.064867154,0.006358867,-0.144747183,0.45413099,0.27806073,0.339328265,-0.003228043,0.07467881,-0.072869832,0.136389477,0.078691084,0.119036094,0.150237606,-0.038825798,0.023819855,-0.01137628,0.050146595,0.025451313,0.092452821,0.129742822,0.064629725,0.94512297,4.004269632,-23.53074468,4.060443878,0.65772889,4.00759119,-5.16E-05,0.000951912,0.000437314,23.2061651,10.854107
321,-0.15,0.2706,0.097699505,-0.14745893,0.219941218,-0.179964608,-0.07293177,0.03772939,-0.184462306,-0.052063749,-0.063194587,-0.028527161,0.101633599,0.411301716,0.120046039,0.360628812,0.084076831,-0.028690738,-0.002242812,0.280363483,0.250915393,-0.006267188,0.111004959,0.279167757,-0.028305828,0.130923644,0.140003055,0.164205686,0.062245153,0.097800797,1.327468706,4.442361238,-27.65205348,4.524139404,0.998997049,4.43002783,4.62E-05,0.000836024,0.000210318,27.0532288,12.139011
322,0.088333333,0.0732,0.005213176,0.297399731,-0.02848201,-0.018159412,-0.141175188,-0.070101724,0.011669742,-0.170780373,-0.094207378,-0.051779077,0.294211418,-0.0514391,0.234109672,-0.006503218,0.073131735,0.052778798,0.047752209,0.236606492,0.016902522,0.212917071,-0.039893606,-0.002028596,-0.002908558,0.122823705,0.059105584,0.052045063,0.052398543,0.030174932,0.902107515,3.854530499,-21.95962873,3.908068895,0.627315001,3.87417032,-6.88E-06,0.00357512,-0.000962641,21.7931419,10.540885
323,0.198333333,-0.0738,0.02017828,-0.108392433,-0.155078542,-0.169702861,-0.0154379,-0.070515774,0.00158419,-0.103958342,-0.096323637,-0.134503919,0.150617077,0.15265956,0.007624261,-0.018440495,0.204997292,-0.03683625,0.068041167,0.35314046,0.23108111,0.112105005,0.232879088,0.153856233,0.119403379,0.039738856,0.09513658,0.026371104,0.016795123,0.049077708,0.988386219,3.962810657,-22.53455177,4.022103786,0.706280857,3.98615558,-6.05E-05,0.001640921,0.000530906,22.3711908,12.302217
324,0.176944444,0.132,0.062112637,-0.172978935,0.094950693,0.094233964,-0.120354839,0.04276686,0.009562015,0.039941623,-0.133643718,-0.100378872,0.276110317,0.386427237,0.389509569,0.070008701,0.11997186,-0.012027306,0.260066179,0.25707449,0.069493652,0.195363951,0.138537621,0.132087696,0.143466235,0.138494037,0.081526895,-0.029860248,0.068970057,0.056032945,1.065413613,4.045924929,-24.47459254,4.110388756,0.773071465,4.03913214,-2.20E-05,0.002459208,0.000195199,24.0323532,12.491402
325,0.112777778,-0.0738,-0.033863418,0.175819559,0.185511285,0.045467771,-0.020418118,-0.051352818,-0.051740103,-0.093383759,-0.076515769,-0.035254795,0.354685942,0.470139151,0.360518408,0.192010906,0.032022396,0.143956389,-0.054570258,-0.029522946,0.089137699,0.049592497,-0.005896196,0.276422522,-0.012609017,0.140109313,0.016564038,-0.005659578,0.133709393,0.029856997,0.853996434,3.646963426,-20.68491017,3.697651386,0.59360776,3.65923927,5.09E-05,0.001472491,-0.00060141,20.4635171,11.398979
326,0.112777778,0.0396,0.095492791,-0.026151644,-0.126015647,-0.02538052,0.093653126,-0.013220273,-0.109506655,-0.094763562,-0.134376347,-0.066714748,0.267756336,0.013538174,0.249532151,0.186896622,0.077405352,0.247940065,0.069731904,0.009890442,0.299985158,0.234343618,0.245338638,0.190762151,0.136878851,0.041542838,0.16327956,0.096127533,0.142428207,0.014191997,0.977211496,3.492822687,-19.57774247,3.552481174,0.726267048,3.53576248,4.02E-05,0.002998603,3.58E-05,19.5533017,12.385192
327,0.299166667,0.2118,0.050244839,0.20538398,-0.05004076,-0.032702449,0.019324492,0.058642831,-0.081395938,-0.033409799,0.025252595,-0.01467468,0.263162873,0.287217725,0.238715626,0.238236819,0.191647839,0.191827084,0.341571325,0.259823863,0.247965865,0.23012111,-0.018305243,0.177210277,0.057400833,0.023769635,0.074676864,0.102176215,0.069363642,-0.001338298,0.778461604,3.252153979,-18.49841229,3.298534632,0.545802221,3.26077328,6.85E-06,0.002577865,0.000162312,18.2871359,12.665299
328,0.204444444,-0.0024,0.005699323,-0.241477073,0.041124137,0.1573029,-0.010787984,-0.075446495,-0.175372826,0.020751377,-0.025114982,0.029068227,0.283962707,0.353463411,0.098922693,0.390370075,0.328441053,0.129088246,0.346734292,0.031097092,0.261122679,0.202885789,0.233548001,0.143987873,0.161594633,0.150933598,-0.004165881,-0.025347278,0.016838816,-0.00912979,1.056007324,3.814386499,-22.76854334,3.878758192,0.780132626,3.83050298,7.77E-05,0.001648201,-0.000484001,22.4923258,13.265664
329,-0.15,-0.057,0.177881633,0.286916683,0.022279306,0.08622618,-0.020754661,0.113821126,-0.173576648,-0.046488101,0.017141494,-0.094040468,0.06502903,0.371185816,0.073554734,0.385239838,0.327220124,0.302416373,0.185516271,0.243566654,0.044102218,0.004411025,-0.028588349,0.070002702,0.034383364,0.161852871,0.079295367,0.170087472,-0.001961176,0.076661954,0.895765024,3.623455872,-20.86962884,3.677114725,0.636095241,3.63405815,0.000150774,0.002795594,-0.00069245,20.6441151,12.159888
330,0.167777778,0.0312,0.044560467,0.136239635,0.015911306,0.168485426,0.025365434,0.015593598,0.01619345,-0.037994055,0.013807148,-0.141518334,0.301138245,0.255210204,-0.01856308,0.073810293,0.087387198,0.086298628,0.36354365,0.260689682,0.03785193,0.059618484,0.163083987,-0.028462208,0.1753697,0.001678597,0.146141649,0.007083601,0.132063208,-0.002126669,0.840415074,3.431351898,-19.33716205,3.481617689,0.595210086,3.44313531,7.97E-05,0.00152257,-0.000122108,19.1383785,11.527308
331,0.149444444,-0.0024,0.025237053,0.096440696,-0.030183264,0.190881025,0.071522138,-0.083201605,-0.116641238,0.014808686,-0.122952774,-0.126161055,-0.093255919,0.25737059,0.122970927,0.026527242,0.341036761,-0.006630516,0.330722885,0.142088577,0.184918879,0.188100617,0.287056303,-0.037952406,0.05080758,0.108676337,-0.032161987,0.095417621,0.066121442,0.095317518,0.879967455,3.627232097,-20.71108402,3.679779768,0.61819174,3.64703313,0.00018417,0.002179194,-0.000890533,20.5722572,11.506853
332,-0.101111111,0.2916,-0.052623588,-0.146105354,-0.165617971,-0.086124842,-0.057796346,0.03803506,0.003908424,-0.194792822,-0.135980841,-0.136023754,0.1164987,0.260655958,-0.035558805,0.121216394,0.049763643,0.015214864,0.210198934,0.305389684,-0.049385704,-0.015779459,0.091019443,0.188322401,0.062674498,-0.0012621,0.105303525,0.190403418,0.058038158,0.037796843,1.222755561,4.452427223,-26.70147721,4.52687645,0.900223691,4.45827072,9.30E-05,0.001819586,-0.000211911,26.267533,11.933706
333,0.396944444,-0.1032,-0.026381925,-0.190231266,0.027491623,0.100745832,0.131228808,-0.099334926,0.009760174,0.036754996,-0.034472348,-0.023198707,0.240305119,0.228201331,0.216168443,-0.07747814,0.188621345,0.24375219,0.024752302,0.349301599,0.024185026,-0.023490908,0.180768418,-0.036294315,0.1311689,0.044391838,0.032337447,0.074934953,0.097096394,0.002430357,0.891774963,3.453920056,-19.14637966,3.507713556,0.643169036,3.49552906,6.33E-05,0.001770621,-0.000310661,19.127785,11.645011
334,-0.119444444,-0.099,-0.066183427,0.079913571,-0.195240592,0.063619479,0.036613881,0.07264564,-0.071560744,-0.036622495,-0.114299649,-0.060036903,0.440964812,-0.095692739,0.329063096,0.261748018,-0.007680715,0.082499373,0.168866714,0.047920188,0.001902278,0.159095026,0.152768323,0.034976656,0.0194834,0.075765411,0.063836947,0.039376564,0.114768378,-0.014030352,0.965614179,3.780028277,-20.97873879,3.838178158,0.696119096,3.82491873,-4.50E-06,0.000346683,6.90E-05,20.9726052,11.968493
335,0.066944444,0.1698,-0.029179968,0.163716187,-0.170401563,-0.087399584,0.137696343,0.074770302,-0.151513866,-0.019779738,-0.137604084,-0.090262653,0.073643368,0.045461323,0.297575584,0.245640432,0.138218019,0.155587518,0.03318182,0.031312103,0.232620418,0.246626369,0.038800394,0.108740276,0.07884353,-0.002546514,0.026776247,0.090366539,-0.010242175,0.038365977,0.841028383,3.567071728,-19.84800351,3.617049694,0.586106055,3.59609033,-4.26E-05,0.00212602,0.000458454,19.787417,11.391258
336,0.378611111,-0.12,-0.063288127,0.140744409,0.154380742,-0.166044892,-0.053923841,-0.037408945,-0.146989642,-0.018268086,-0.107276594,-0.043719051,0.496791637,-0.009641512,0.313218428,0.218404489,-0.045629681,0.310994137,0.116997728,0.215649245,0.122359723,0.031848285,-0.002059994,0.296047332,0.045657483,0.015214426,0.012556033,0.128055535,0.148688943,0.063297696,0.866615552,3.177167709,-17.07868014,3.229880333,0.637089198,3.22729155,2.85E-05,0.001040736,-8.12E-05,17.1019853,12.384562
337,-0.1225,-0.0612,0.184631382,0.167811179,0.050027139,-0.072605102,0.091913048,-0.020024728,0.02451349,-0.010980108,-0.073420829,-0.120704822,0.407631927,0.361729391,0.367569416,-0.015332883,0.197479179,0.171975342,0.099894417,0.373326439,0.250096415,0.201689604,0.218786589,0.00883005,-0.023244646,0.106437573,0.039017306,0.039062969,0.058529433,0.01075988,0.927611354,3.491125543,-19.90363911,3.547328234,0.677222301,3.52509004,3.68E-05,0.002019022,-0.000437728,19.8334425,13.048284
338,-0.104166667,-0.099,0.186613272,-0.094779216,-0.185660849,-0.15508912,0.019898875,0.044639824,-0.062821936,-0.067647904,-0.02602048,-0.013911114,0.023638753,0.307198244,0.201355441,-0.020150829,-0.014167495,0.298268887,0.31784545,0.343943074,-0.012462936,0.059232599,0.238054689,-0.031076893,0.080755312,0.094688935,-0.001413419,-0.039060844,0.090390104,0.073307941,1.085295432,3.916673068,-22.53855728,3.982838631,0.803442006,3.9396773,8.71E-05,0.002170055,-0.000192483,22.316515,13.124827
339,0.228888889,0.0648,0.11300273,-0.17504155,-0.086862744,-0.058818044,-0.143414531,-0.00515974,0.042922475,0.048614598,-0.069391603,-0.077103467,0.058337392,0.037549951,0.265465279,0.236072372,0.195883602,0.388023634,-0.023002705,-0.015436845,0.216103607,0.177600349,0.034218719,0.284073868,0.141329883,0.124610503,-0.010546404,0.052949979,0.081725925,0.002370834,1.028588059,3.850831805,-22.29056999,3.913202047,0.750808357,3.88234732,-7.26E-05,0.000894159,0.000421121,22.1269898,11.93694
340,0.296111111,-0.0864,0.118343066,0.12050893,0.156368947,0.154993681,0.102436584,-0.07316543,-0.167069751,0.009056299,-0.015097619,-0.133615943,0.206125156,0.431953699,-0.075248389,0.358925904,0.108518027,-0.058087226,-0.008042213,0.232528806,0.131583133,0.176439392,0.208314561,-0.012033053,0.00836175,0.15137832,0.069150098,-0.035509096,0.08940148,-0.004599065,0.798634455,3.42378135,-19.17269441,3.471151114,0.553226914,3.45515778,-4.23E-05,0.000807573,0.000294344,19.1381408,10.705375
341,0.338888889,0.258,0.057343868,-0.047269942,-0.06762131,-0.064676203,-0.065022891,-0.039933618,-0.067176073,0.01835258,-0.124234356,0.002590691,0.279735056,0.141387227,0.060635366,0.014341307,0.285147387,0.356984412,0.276717923,0.140603195,0.058886051,-0.021129907,0.110753095,0.134013072,0.074865005,0.028262562,0.045531826,0.125106094,0.015514588,-0.012303151,0.891003022,3.489967073,-19.55589695,3.543618917,0.640860477,3.51895236,6.57E-05,0.002188694,-0.000159571,19.4316282,11.743566
342,0.189166667,0.0396,-0.093265817,0.287256098,0.012301997,0.003688092,-0.097334659,0.063417305,-0.057655504,-0.09011962,-0.043049361,0.016613645,-0.06717488,0.114843207,0.449454182,0.357799659,0.199610871,-0.057098108,0.239531006,0.100483734,0.149244519,0.040601463,-0.017164112,0.184861934,0.108713324,0.110923247,0.162649667,0.016816919,0.145679438,0.00648844,0.844257544,3.648519896,-21.01148776,3.698524714,0.583646585,3.65491255,3.08E-05,0.00149803,-2.08E-05,20.7440967,11.469421
343,0.183055556,0.0186,0.109983948,-0.028783815,-0.115001354,0.097767926,-0.06584078,0.066912862,-0.103262062,-0.191500781,-0.054482183,-0.080780287,0.066885285,0.117943525,0.138349131,0.227301599,0.062253094,-0.00482997,0.266593321,-0.03920128,0.100261156,0.068267067,-0.016715837,0.150892432,0.087007264,0.011025423,-0.023802831,0.101563387,0.076339224,0.004937837,1.008642654,4.171244994,-24.51208523,4.231443405,0.707572042,4.16795933,0.000127501,0.002477564,-0.000592089,24.1330473,10.864993
344,0.115833333,-0.0948,0.106375313,0.118115254,-0.02486059,-0.184682349,-0.136327575,0.041125243,-0.136482441,0.013442485,-0.023122005,-0.019486093,0.156858162,0.05629493,0.016817882,-0.068199282,0.007028009,0.119069426,0.354889309,0.07685969,0.005671124,0.112968739,0.11919318,0.02607401,0.0590121,0.169636277,0.060425283,0.149943569,0.0663423,0.015674463,0.890905564,3.728049011,-20.7234806,3.781114101,0.625175853,3.750802,1.65E-05,0.002196506,4.50E-05,20.5610677,11.342984
345,0.369444444,0.2496,0.091045118,0.045907322,0.017249332,-0.140453833,0.109976757,0.049183294,-0.094209103,-0.052530177,-0.097135415,-0.010273075,0.199173488,0.09265151,0.114963606,0.148938036,0.211980511,0.370985348,0.220915839,0.174733868,0.133513791,0.211099653,0.249907613,0.120998534,-0.029383713,0.186300615,0.122857774,0.171690558,0.054338788,0.035010758,0.832517465,3.140545719,-17.1795229,3.19096899,0.606937751,3.1812678,5.34E-05,0.001736005,-0.000502398,17.1545786,11.961894
346,0.2625,-0.0024,0.031270134,-0.159627745,0.244713367,0.129560424,0.123087158,-0.065552672,0.00246155,0.034396496,-0.001845446,-0.115226832,0.049960386,0.340798958,0.318824905,0.389512977,0.310618928,0.228170041,0.0565263,0.261169554,0.006048429,0.242476486,0.214486927,0.073417666,0.039059503,0.165849434,0.067539446,-0.027199267,0.01752881,0.024597069,0.927159665,3.580627068,-20.90198448,3.636580229,0.668032768,3.59624239,-2.39E-05,0.002003099,0.000298424,20.70334,12.001604
347,0.3725,0.258,0.150555408,0.259598852,0.039214037,-0.176125151,-0.089305534,0.076818001,-0.162516003,-0.075914607,-0.138798031,0.026406306,0.024705297,0.163206298,0.149101166,0.039044542,0.338847179,0.042844239,0.054472472,0.384282933,0.216781917,0.074600762,0.056780217,0.27750971,0.196738372,0.076097276,0.07073366,-0.025018101,0.015647301,0.02062248,0.79007302,3.464999878,-19.83069396,3.51167202,0.542157354,3.46615709,0.000114482,0.000595271,-0.000420929,19.5716072,11.102248
348,0.29,0.0774,0.063339666,0.250477177,0.126765904,-0.041574604,0.021324981,-0.113055194,-0.090866687,-0.184536181,-0.130669807,-0.000523377,0.127745715,0.285404936,0.161341963,0.1592124,0.022719859,0.245755296,0.098655917,0.119397807,0.19768866,0.144746815,0.158523037,-0.01643207,0.048855186,0.004798686,0.102282171,0.079703894,-0.017319028,0.0409068,0.815488468,3.399558587,-18.92734741,3.448163033,0.572601823,3.42440549,0.000137014,0.00164657,-0.000604725,18.8391529,11.07171
349,-0.110277778,0.2832,-0.099635506,-0.049328226,-0.000192275,0.126515267,0.141370175,-0.105488988,-0.115808358,-0.017339963,-0.08631603,-0.042285676,-0.039448201,0.008176935,0.391510842,0.291428979,0.08314458,0.38427871,0.341998489,-0.022923423,0.016131117,0.011076255,0.13821071,0.101850807,0.021801988,0.032825579,-0.043521891,0.115309074,0.070468698,0.022741148,1.065787342,3.950023636,-23.09760016,4.014747143,0.779919763,3.9747334,-1.06E-05,0.000757612,0.000170014,22.8848473,11.780178
350,-0.143888889,0.3,0.02063359,-0.19237918,0.178792252,0.165885103,-0.139151189,-0.071994421,-0.081871012,-0.077118637,-0.056608197,-0.056841155,0.285370561,-0.0861843,0.183755191,0.060458397,-0.014974283,0.387389651,0.205847412,0.369675869,0.206221039,0.080327979,0.064547704,0.052938458,0.149926985,0.1001489,0.128194468,0.018049609,0.09965191,0.029347236,1.441634805,4.433267569,-27.69876078,4.523031712,1.1129718,4.43514582,0.000205123,0.002149526,-0.001360292,27.1529931,12.332671
351,0.302222222,-0.1032,-0.048910492,-0.134401041,0.087891853,-0.176798289,-0.000607077,-0.009775078,-0.127421556,0.004036496,0.00606017,-0.093625745,0.258408152,0.395242308,0.098587023,-0.022677993,0.325220995,0.236166574,0.008880899,0.056036036,0.157593476,0.074415166,0.026206328,0.094644613,0.107555157,0.068837528,0.006418744,0.069730576,0.087125766,0.092021187,0.915265489,3.683058018,-20.55997369,3.737931967,0.651083667,3.69838755,6.86E-05,0.000688039,-0.000467977,20.3659852,11.982915
352,-0.143888889,0.2118,-0.062646417,0.058570708,-0.242569475,-0.063071994,-0.034020783,0.008054004,-0.056249778,-0.138273385,-0.067657977,-0.052985702,0.405397791,0.392115843,0.241417922,0.033333981,0.159834806,0.002201944,-0.047923311,0.053550508,0.23361343,0.182194165,0.08457678,0.23630364,0.054957708,0.147571051,0.066079565,0.102827219,-0.009469089,0.055015444,1.056570159,4.075410793,-23.7259211,4.139185905,0.764686945,4.08969228,5.65E-05,0.000444512,-0.000601727,23.450629,12.3942
353,0.293055556,0.1152,-0.045993723,0.194060452,0.009207843,0.03321668,-0.069953339,-0.103390777,-0.080763459,-0.12350509,-0.030512978,-0.021775512,0.317185988,-0.011680539,-0.067114614,0.329757543,0.019029873,0.258207707,0.261651579,0.135877259,0.137260943,0.017743629,0.083914222,0.272212267,0.03387383,0.072082322,0.141200801,0.05770051,0.039633126,0.051607487,0.859113144,3.360916774,-18.712094,3.412658453,0.618537671,3.38366899,8.27E-05,0.001703482,-0.000295777,18.566992,11.547071
354,0.305277778,-0.0612,-0.076512919,0.103426295,0.064227469,-0.030456686,0.057390958,-0.045273383,-0.086157258,-0.002416125,0.018861996,0.017110406,0.211255992,0.334815538,0.101108786,0.115422101,-0.037414403,0.154387338,0.018466903,0.362972264,0.034357612,-0.018263971,0.003273688,0.055955037,0.146484457,-0.016900857,0.099957949,0.024556029,0.06914339,0.07211539,0.79248293,3.406439887,-18.75479477,3.453422785,0.549748975,3.43683493,8.82E-05,0.001800949,-0.000286584,18.6801691,11.371587
355,0.07,0.258,0.08632447,0.072166476,-0.173399693,-0.103205557,-0.062648975,-0.0816893,0.026288654,0.045126654,-0.101309415,-0.12314862,0.230350787,0.009100351,0.405269608,0.24513492,0.011896649,-0.03058431,0.383999933,-0.017532204,-0.034490909,0.114348107,0.115777009,0.259259372,0.181229572,0.164137083,0.101660205,0.023247065,-0.012286152,0.068532161,0.925802922,3.784167286,-21.63194507,3.839529991,0.653989431,3.80376172,-2.36E-05,0.001938126,0.000127803,21.4391668,11.878893
356,-0.058333333,0.0102,0.193309388,-0.083652554,0.204052798,0.15628114,0.138248926,-0.087580268,0.038516213,-0.058788595,-0.101551365,-0.129185847,0.050545204,0.464883989,-0.010272897,0.19323565,-0.049100398,-0.069710478,0.22420468,0.152680382,-0.027561858,0.235608883,0.202400856,0.086756367,0.089028141,0.061818995,0.022355907,0.103651477,0.040194353,-0.007764274,1.066893242,4.121656887,-24.62343017,4.186039448,0.768809965,4.12768488,0.000127443,0.002204989,-0.000606389,24.2979118,10.965936
357,0.213611111,0.2538,0.061538984,0.176766061,-0.216465961,0.022617891,0.136310007,-0.041560053,-0.040848253,-0.07478107,-0.149113617,0.028010402,-0.082143214,0.196765641,-0.051876192,0.055625323,0.226235191,0.296644436,0.15604426,0.298522494,0.096369225,0.107487388,0.056541583,-0.011548028,0.183028129,0.002869511,0.105863912,0.080743444,0.011192891,-0.018081415,0.806989518,3.478495672,-19.35062948,3.526314974,0.557626331,3.50027506,8.79E-05,0.002478892,-0.00032617,19.2578569,11.11903
358,0.335833333,0.1992,-0.012934475,-0.096643172,0.184759084,-0.084893547,-0.137583773,0.103705735,-0.133508115,-0.1164939,-0.121914609,-0.01750165,0.257834685,-0.048359574,0.336790721,0.088864423,0.059425695,0.221979822,0.265131904,0.049538613,-0.009028844,-0.017566869,0.159876827,0.273164106,0.063144484,0.127793524,0.061597245,0.013894795,-0.012534666,-0.004945912,1.022755957,3.895064958,-22.79862052,3.956920624,0.741388204,3.90001435,1.21E-05,0.002154321,-1.95E-05,22.4086103,11.230535
359,0.109722222,0.0732,-0.003608511,0.017624455,-0.146093089,-0.111159497,-0.107450733,-0.060363487,-0.022198621,-0.078416995,-0.063498027,-0.090640642,0.415662993,0.370302707,0.348633456,0.323768549,0.308960127,0.023559581,0.29080069,0.337970835,-0.021045825,0.158643883,0.219998918,0.138718661,0.163485126,0.139275854,0.175185287,0.149580668,0.068259777,0.037302438,0.998560538,3.719712024,-21.55268574,3.780307055,0.73230368,3.73642918,0.000226108,0.00180869,-0.002447663,21.3122402,14.071572
360,-0.027777778,0.048,-0.088981567,-0.04580078,0.179207822,0.025048753,0.141663993,0.018708593,0.009165502,-0.0994457,-0.048698368,-0.03140682,0.437613036,-0.084593037,0.227054057,0.180278721,0.306536466,0.194923508,0.175491574,0.288197178,0.103400073,0.181593844,0.068576619,0.199497992,-0.017924738,-0.012379568,0.198959382,0.014435651,0.002070962,0.098521867,1.011420175,3.655999803,-21.13486026,3.717647076,0.747441964,3.68016861,0.000165027,0.002765882,-0.000883808,20.9305765,12.227567
361,0.271666667,0.09,0.041598298,0.127627817,0.001716481,0.081864122,0.049461162,-0.092864053,0.047210118,-0.023077194,0.017865489,-0.02701104,-0.050954917,-0.013007229,0.131929334,0.371879241,0.048433588,0.331050338,0.078487226,0.223377573,0.262390618,0.014200849,-0.044972488,0.159074219,0.146082989,0.000817267,0.045068896,0.022751918,-0.029899059,0.042582747,0.807120174,3.405330789,-19.33867549,3.453337431,0.563137931,3.42522484,5.33E-05,0.001946237,-1.17E-05,19.2044506,11.084043
362,0.0975,0.0648,0.003748821,0.146144051,0.175778451,0.186434187,-4.70E-05,0.061951737,-0.080062684,0.026629649,-0.077349838,0.020812014,0.31331393,0.394897508,0.074837775,0.109688707,0.255608373,0.077336534,0.312652162,-0.059327389,0.288277959,0.00925214,0.194114011,0.163072731,0.100064343,0.134026381,0.039367461,0.192822505,0.056320779,0.040254431,0.868087372,3.393690549,-19.58380939,3.445978403,0.621832374,3.39962853,-9.64E-06,0.002273801,0.000370887,19.3098448,11.700642
