Id,ratio[0],ratio[1],ratio[2],ratio[3],ratio[4],ratio[5],ratio[6],ratio[7],ratio[8],ratio[9],ratio[10],ratio[11],ratio[12],ratio[13],ratio[14],ratio[15],ratio[16],ratio[17],ratio[18],ratio[19],ratio[20],ratio[21],ratio[22],ratio[23],ratio[24],ratio[25],ratio[26],ratio[27],ratio[28],ratio[29],cd,cl,cm,cy,Cx,Cy,Cz,Cmx,Cmy,Cmz,Volume
159,0.271666667,0.2664,0.008519713,-0.14360155,-0.221885489,0.010584513,0.148472747,-0.019427361,-0.069063717,0.000808939,-0.1301699,-0.006150109,0.032765188,0.128494069,-0.076793802,-0.064878992,0.27863563,0.104773611,0.223431994,0.27741907,0.064943909,0.1245577,-0.046273113,0.195583587,0.153385897,0.135378715,0.110908083,0.059842428,0.114932458,0.003017187,0.902293954,3.756187525,-21.43074423,3.809978485,0.632016938,3.76491945,3.02E-05,0.002644866,-8.83E-05,21.1920547,11.421649
160,0.094444444,0.1152,-0.0392073,0.125189073,-0.094519489,0.100265074,-0.030904626,0.037078331,0.056466439,-0.193049658,-0.024056441,-0.00985141,0.110889818,0.029609134,0.142493043,0.265278617,0.330772845,-0.015310031,0.366178602,0.279558759,0.247302697,0.044423362,0.160362664,0.041610498,0.082152842,0.06526822,0.085320789,0.011019254,0.145221991,0.096933636,0.977484972,3.868137309,-22.93229188,3.926900625,0.698207673,3.85720487,6.87E-05,0.00086279,-0.00042686,22.5101723,12.14948
161,0.073055556,0.1656,-0.073195272,0.236364836,0.025617654,0.096615725,-0.138322514,-0.067352269,-0.182679052,-0.032503002,0.008932684,-0.112299863,-0.018012695,0.407978378,0.24049295,0.01477227,0.273154484,0.325546792,0.238571734,0.130874593,0.159373816,0.232627098,0.058058627,0.25733147,-0.003205939,0.030189556,-0.035077737,0.0546012,0.009680075,0.003895131,0.882785058,3.566156794,-20.52437818,3.619049788,0.625648057,3.57673395,8.26E-05,0.002458125,-0.000193864,20.2751662,12.186746
162,0.011944444,0.237,0.073689524,0.109422969,-0.052094992,-0.057038524,0.100901765,0.056722032,0.065277172,0.026949108,-0.123769799,-0.118631202,0.338358788,0.475433928,0.279285677,-0.066405519,0.206467458,0.096973014,0.212118647,0.074955804,0.127599485,0.094725401,0.14267819,0.247557079,0.1040588,0.19345867,0.071089212,0.0460822,-0.008579218,0.051224141,0.889702012,3.528931524,-20.17965091,3.582397699,0.63580679,3.54772029,3.97E-06,0.002014294,6.69E-05,19.9899144,12.264892
163,0.082222222,-0.0066,0.145538243,-0.154691214,-0.106796545,-0.029163202,0.099017654,-0.078228825,-0.029746808,0.018167231,-0.132934189,-0.02378389,0.343723059,0.244996586,0.347632927,0.150081363,0.304405902,-0.074301924,0.074352218,0.019422521,0.182567446,0.091052317,0.176774845,0.0405584,0.108252156,0.041637919,0.062320229,0.181348808,-0.012623812,-0.003948156,0.987421656,3.95301311,-22.74425458,4.012262821,0.704574677,3.98642484,5.42E-06,0.001879768,-2.46E-05,22.6503486,11.939362
164,-0.125555556,-0.0444,-0.036745501,-0.118836845,0.240688831,-0.123419175,0.023146969,-0.016440144,0.028046461,-0.134951721,-0.05077327,-0.097714883,0.374745935,-0.094609194,0.278408613,0.316426079,0.295267636,0.013421589,0.045924808,0.314007407,-0.034011826,0.151886872,0.01603222,0.020632732,0.088642959,0.018113363,0.019147696,0.06232467,0.016283606,-0.01868778,1.138995495,4.273898547,-25.49301591,4.342939854,0.829298767,4.28342811,0.000109304,0.004505971,-0.001817473,25.1312915,11.72573
165,0.045555556,-0.0906,0.142907902,0.180270095,-0.003289501,0.06189224,-0.044239796,0.11917697,-0.130051735,-0.065475418,0.021413041,-0.032064085,0.05927851,0.204207221,-0.069086638,-0.078732032,-0.022092894,0.117340981,0.113239552,0.03623393,0.190451105,0.010604891,0.218229163,0.101666472,0.170384333,0.199192354,-0.049347965,0.140613679,0.127139543,-0.017378281,0.902370796,3.696823442,-20.92438828,3.75076437,0.636171141,3.70789055,0.000103416,0.002099672,-0.00046964,20.6922108,10.660614
166,0.210555556,0.0228,-0.041832258,-0.119179239,-0.093812226,-0.046682007,-0.055749146,-0.024453999,-0.006517893,-0.113407023,-0.117016712,-0.017127484,0.28023933,0.068079929,0.108161407,0.176526373,0.141604173,-0.062839654,-0.018432094,0.300038162,0.287109711,-0.021700204,0.153742712,0.186028838,0.021327302,0.036540287,0.131752045,0.09771639,0.137840937,-0.010210574,1.007165415,3.938950633,-22.83062016,3.999611855,0.724103181,3.95008694,2.55E-05,0.001814064,0.000134534,22.549823,11.845468
167,0.073055556,0.0984,-0.074537019,0.015795519,0.132828388,0.127157921,-0.023413566,-0.075847663,-0.066337838,-0.182093208,-0.125698329,-0.082033667,0.22579836,0.082079303,0.435772691,0.098457451,-0.047242508,0.12349647,0.391910086,0.228423522,0.286458368,0.184363992,0.200895808,0.235434044,0.018502684,0.098655832,0.16862173,0.137846142,0.110895992,-0.005107432,1.038998364,3.811061874,-22.6796057,3.87425518,0.763993018,3.81555065,9.79E-05,8.90E-05,-0.000565604,22.3264762,13.05344
168,0.329722222,0.174,-0.093620479,0.230891182,0.053328586,-0.158746543,-0.024330854,-0.111719502,-0.098401327,-0.16966572,-0.021413531,-0.086637826,-0.086461934,0.057481904,0.286961099,0.106270035,0.176476703,0.083672217,0.182042902,0.137980589,0.031884014,-0.000917648,0.243623073,0.158085037,0.096992402,0.106918211,0.155543119,0.165290412,0.023025908,-0.001137226,0.831038825,3.519881442,-19.51934189,3.569277525,0.57997073,3.53259164,0.000101757,0.001889104,-0.000412491,19.3275208,10.958255
169,0.357222222,-0.0612,-0.082678076,-0.167815304,0.044342684,-0.169035966,0.024009947,-0.061913937,-0.100738233,0.022384613,-0.007328367,-0.060523877,-0.029617538,0.43539224,0.38789263,0.016500677,0.249627391,-0.041384484,-0.021551126,0.378571841,-0.018576651,0.11466892,0.239751138,0.116247605,0.098050504,0.110627249,0.059981254,-0.003895964,0.126706082,0.000722214,0.91591957,3.718455139,-21.07590888,3.773288488,0.648776752,3.73653159,0.000102602,0.001650714,-0.000269318,20.885046,12.139646
170,-0.088888889,-0.0444,0.127718701,0.197882246,0.00106789,0.138704063,-0.132441311,-0.027769842,-0.115917821,-0.090451226,-0.111022365,-0.030175877,-0.041844586,0.12237159,0.10700179,-0.032788527,0.163716729,0.051576341,0.142117098,0.02744242,0.154061489,0.076438778,0.086338092,0.164286381,0.084194477,0.017600694,0.105490367,0.113668463,0.063249389,0.027413709,0.95976368,4.071695676,-23.54959614,4.128726959,0.668658685,4.08079011,2.38E-05,0.001564617,-0.000478454,23.282737,10.578801
171,-0.036944444,0.006,0.160061511,0.135756503,0.151083262,-0.005352302,-0.127556236,0.053758167,-0.052276812,0.03603178,-0.071280065,-0.045199265,0.466516024,0.187912166,0.034474705,0.127236909,0.225756057,0.307262887,0.074519817,0.066768074,0.022349201,0.245273517,-0.00942259,0.11943654,-0.026018117,0.008223562,0.190445845,0.090973366,0.09958532,0.013657707,0.970187925,3.545388746,-20.06916346,3.604429245,0.714514187,3.57904101,-0.000102701,0.00028245,0.000460255,19.9373077,11.30246
172,-0.079722222,0.0522,-0.02816737,0.232984233,-0.036472395,0.0848627,0.015663479,0.081065615,-0.134652724,-0.126727413,-0.122328239,-0.133074625,0.074250087,0.42448381,0.236458345,0.187888478,0.309514743,0.06149783,0.28185191,-0.055660887,0.249054687,0.015638876,0.080824057,0.013651656,0.112354832,0.123702615,0.035526391,-0.024198592,0.008906941,0.007460655,0.907465353,3.762147715,-21.77261073,3.816284895,0.637483847,3.77860768,4.30E-05,0.001408597,1.76E-05,21.5663576,11.908587
173,-0.021666667,0.1026,0.01077757,-0.067192601,-0.006437985,-0.130932438,0.047503175,0.050118684,-0.143859194,-0.088207272,-0.12030529,-0.013780096,0.491677241,0.331697352,0.119468523,0.116936135,-0.013424895,0.218582121,0.100135289,0.350786381,-0.011554594,0.217436438,0.167514573,-0.036940864,0.18866567,0.057859615,-0.004725953,-0.02653665,0.015033336,0.05916181,1.037474907,3.811210468,-21.90928169,3.874297142,0.763137378,3.83856951,-0.00025777,0.0017195,0.002156191,21.7195854,12.798343
174,0.241111111,0.1278,-0.085708065,0.209957812,0.11563763,-0.148934643,-0.046012358,-0.091472201,-0.124615092,-0.07155237,0.013382703,-0.069291146,0.392357059,0.209174162,0.399118902,0.085624047,0.252139108,0.011824361,-0.014653953,0.218813345,0.174452968,0.08606132,0.12464711,0.179049701,0.116438998,0.067948075,0.171200628,0.147061136,0.143812568,0.061880466,0.830127057,3.438052779,-19.17688187,3.487584591,0.58469519,3.45360062,-7.71E-05,-0.000747792,0.000956388,19.0013406,11.929859
175,0.387777778,0.1824,-0.067205396,0.139478554,-0.212946816,-0.04406119,-0.140842013,-0.054270204,-0.02425179,-0.168444562,-0.110222132,-0.011330637,0.325565075,0.088107473,0.052276165,0.362336542,0.147262345,-0.059627331,0.179286107,-0.072698634,0.072382439,0.048453708,0.139693662,0.113054866,0.035433493,0.087691655,-0.031219748,0.091374794,0.041156783,0.013489088,0.908695235,3.825847196,-21.67669889,3.879914999,0.635383049,3.84790077,1.87E-05,0.0025531,-0.00085094,21.4977656,10.78043
176,0.195277778,-0.0864,-0.055676722,-0.184139913,0.099631732,0.13076105,-0.027646078,-0.04908445,-0.003902137,-0.196024888,-0.0910531,-0.057329826,0.222318933,0.240409968,0.086513167,0.27122474,0.30384787,0.193312594,-0.023266673,0.048503549,-0.017603124,0.150881468,0.198883245,0.211992706,0.019444447,0.026555482,-0.0372601,0.085784885,0.054699827,-0.004342965,1.079877485,4.089403989,-23.97890614,4.154770851,0.78488142,4.10258196,-2.14E-05,0.000397135,-6.80E-05,23.6655443,11.432344
177,0.005833333,0.0942,0.082260028,0.101325274,-0.199071896,-0.014474821,-0.076846527,-0.092353587,-0.179224783,0.030130402,-0.025767806,-0.099341737,0.29754958,0.381423374,0.054836969,0.33454622,0.114283919,0.076601421,0.347409165,0.310127453,0.104291064,0.001691644,0.187654691,0.114202319,0.115497114,0.197700124,-0.024479404,0.109506109,-0.004567603,0.011546119,0.953591896,3.69450794,-21.21183284,3.752027512,0.688430065,3.7114019,6.07E-05,-4.38E-05,-0.000314364,21.0162875,13.349836
178,0.323611111,-0.1116,0.156560595,0.102659898,0.076271208,0.002964732,0.008596876,-0.022926922,-0.00990325,-0.102092862,-0.014413205,-0.043035286,0.170345791,0.058750892,0.069260312,0.21186199,0.2896268,0.019574063,0.110380484,0.297318673,0.073583651,0.220260672,-0.017471248,0.242257019,0.098688104,0.060839308,0.120562999,0.078127578,0.045254489,0.079397176,0.840486112,3.623681369,-20.68249341,3.67348361,0.581496177,3.63981739,-3.24E-05,0.001266246,0.000291841,20.5064384,11.223589
179,-0.098055556,0.09,0.06863546,-0.210248581,0.206089414,0.000643572,-0.135923727,0.105908766,0.025683996,-0.089350302,-0.057204042,-0.002297915,0.085807769,0.349208048,0.430974478,-0.034448422,0.13504657,-0.035311574,0.278865932,0.353978603,-0.026002401,0.162427392,0.248000796,0.146861711,0.009040072,0.089126295,0.02162873,0.142055389,0.070147228,0.087153413,1.365254209,4.566008938,-28.63049977,4.650121689,1.02854987,4.54315944,-4.30E-05,0.001098952,8.85E-05,27.9154618,12.451263
180,0.189166667,0.0186,0.05667443,0.265140224,0.051556651,0.104428637,0.098777536,-0.026628401,0.001017555,-0.179708472,-0.068436119,-0.137178542,0.028568178,0.118210629,0.151709332,0.222893076,0.036486082,0.250575161,-0.036740996,0.382366168,0.185448135,0.06372506,0.031438207,0.089942746,0.114908451,0.187940702,0.09788388,0.061642226,0.044678267,0.01591989,0.828613712,3.400787007,-19.2785003,3.450304031,0.585347643,3.43210428,8.26E-05,0.004156704,-0.001560897,19.2079519,11.200412
181,0.283888889,0.0774,0.150226085,0.177468626,-0.177815693,0.070499412,-0.109991948,-0.110191704,-0.06903905,0.001976169,-0.130264125,-0.08678436,-0.03753856,0.400510434,0.07159453,0.366752075,0.013518194,0.256034043,0.328013928,0.117572697,-0.03611869,0.103150043,0.037403742,0.198557452,0.110358553,0.102957301,0.084262543,0.104791703,0.031460269,0.087971606,0.868144278,3.549699582,-20.0187345,3.601611376,0.613003019,3.58036028,2.87E-07,0.001309329,4.64E-07,19.9260601,11.993059
182,0.158611111,-0.0276,0.039016785,0.150253338,-0.149519707,0.114121459,-0.009677178,0.100162312,-0.043166671,-0.120785419,-0.129350571,0.017951725,0.103853545,0.420252052,0.157746344,0.139408261,0.138886843,0.206606727,0.39743757,0.21124199,0.155898741,0.03717761,0.219212319,0.155799929,-0.015196192,0.074800534,0.101984162,-0.037778663,0.148877863,0.083129267,0.908342729,3.513088427,-20.01931673,3.567893505,0.65609694,3.52885655,0.000128889,0.002361166,-0.001018041,19.805332,12.848504
183,0.170833333,0.2706,0.02666411,-0.173221122,-0.062659417,-0.098905216,0.080805527,0.055025795,-0.199076906,-0.190020666,-0.053455809,0.009287782,0.495093559,0.072007624,0.011487803,0.251542671,0.166725958,0.254213281,0.305946358,-0.074229965,0.084482032,0.20691295,0.249726309,0.170780525,0.064356033,-0.005815257,-0.032606378,0.045664585,0.101517669,-0.013583447,1.084952349,3.724090637,-21.53492419,3.790701389,0.814074408,3.74238733,9.13E-05,0.003296873,-0.000344814,21.2357743,12.147247
184,0.360277778,0.2412,-0.039829153,0.284268947,0.071949974,-0.151463701,0.000679099,-0.036214519,-0.002765544,-0.158943548,-0.126761899,-0.008061702,0.337987088,-0.09982319,0.344055284,0.09139475,0.199251247,-0.050269897,0.089023034,0.273640147,0.1840689,0.236543304,0.050992408,0.034302614,0.154555572,0.074590369,0.0148869,0.076251213,0.065914569,-0.009972409,0.795682003,3.444978765,-19.48018955,3.49209094,0.548379894,3.45446998,-5.10E-06,0.002945736,4.82E-05,19.2944121,10.905259
185,-0.003333333,0.1236,0.118813965,-0.001694336,0.008451029,0.158135349,-0.045074295,0.080457552,-0.020985657,-0.157550511,-0.102784013,0.018525423,0.191172398,0.432146451,0.284038053,0.173350618,0.240164531,0.014611154,-0.079239164,-0.076503661,0.212216936,0.121333462,-0.018954039,0.015287319,0.045146016,0.033299416,0.152711444,0.196426977,0.110188179,0.008156822,1.061589278,4.210617237,-25.23633369,4.274413109,0.758307746,4.21281774,-1.51E-06,0.001260302,0.000207553,24.8591367,10.723921
186,0.118888889,-0.0654,0.018960166,-0.058209272,-0.134950055,-0.057765635,0.132988779,0.113528729,-0.185391942,-0.142192646,-0.085441039,-0.021244393,-0.080923511,-0.012107934,0.198216219,0.174338996,0.011271473,0.053540948,0.012570195,0.297927181,0.007205463,0.000600473,0.269086651,0.12556727,0.05351316,0.128484866,0.157344017,0.16683193,0.004987779,0.054426561,0.937798351,3.77811994,-21.14399877,3.834334135,0.66779132,3.80233005,0.000101726,0.002483919,-0.000276558,21.0164082,11.323567
187,0.170833333,0.1656,0.148236564,-0.200170002,0.164370853,0.131419444,0.0438463,-0.057960696,-0.080655653,-0.02796538,-0.097576685,-0.084116879,0.194465376,0.016652287,0.296631976,0.366297839,0.215714003,0.231906639,0.092842754,0.283853615,-0.025160572,0.09044916,0.027045428,-0.022561795,-0.026674275,0.028672727,0.174467041,0.051461617,0.023258717,0.030336738,1.050538227,3.980821654,-23.62991295,4.044406414,0.763361884,4.0049401,2.38E-05,0.000858071,0.000311604,23.4180653,11.106047
188,0.024166667,-0.0528,-0.02286242,0.074938221,-0.23762339,-0.102553081,0.053164376,-0.013668121,-0.113045044,-0.06963009,0.009302563,0.016175888,0.086026358,0.073834148,0.382240301,-0.012163695,0.149906641,0.02109928,-0.060075988,0.183543948,0.153315192,-0.007962153,0.204503171,0.251414974,0.144140248,0.052734485,0.11504061,0.073393869,0.055700953,0.039943478,0.918925817,3.75131761,-20.83647567,3.806280613,0.652600314,3.78276102,9.90E-05,0.002354271,-0.000208532,20.760732,11.859597
189,0.195277778,0.1782,0.021064892,0.2561301,-0.098060979,-0.117348273,0.105565429,0.07021582,0.052963423,0.013851114,-0.09558018,-0.071789195,0.442956816,0.446963242,-0.007520985,-0.001262197,0.308164271,0.209565903,0.365195821,0.194200619,0.033328562,0.192746088,0.232973837,-0.020049689,0.021505672,0.079354634,0.048876958,0.059090878,0.013585806,0.026406963,0.787663162,3.049885668,-16.46003206,3.097400904,0.568621528,3.09563442,-5.63E-05,0.000873636,0.0004363,16.4865859,12.319893
190,-0.098055556,0.279,0.062751344,-0.026832101,0.095754433,-0.012557662,-0.116718426,-0.074050717,0.068960637,0.015076779,-0.146001953,0.013044665,-0.028011183,0.248110475,0.321196074,0.145568007,0.343607283,0.044781533,0.311029449,0.328870398,0.181814252,0.232754002,0.033571916,0.189886795,0.187668245,0.113138449,0.034687936,-0.03668968,0.126124809,0.066107625,1.178310789,4.234079856,-26.22249892,4.305960655,0.868889481,4.22977061,-5.15E-05,0.000947526,0.000269223,25.7246219,12.740785
191,-0.119444444,0.0144,-0.016708482,0.100863308,-0.11126147,-0.066539946,0.082915146,-0.071278387,-0.074459944,-0.133488582,-0.026754022,-0.114442066,-0.012502919,0.265685647,-0.08097148,0.325577618,-0.029029136,0.279748901,0.261342862,0.168959815,0.256843186,0.149657554,0.252442052,0.292918153,0.096690231,0.143366632,0.076113093,0.116150869,0.115957517,0.000465446,0.9987293,3.671934007,-20.94797684,3.732657194,0.734734494,3.71066806,9.97E-06,0.000724648,-4.36E-05,20.8195304,13.265605
192,0.3175,0.0018,-0.08941619,0.124038546,-0.092514964,-0.048810917,0.050076071,-0.089563929,-0.144787981,-0.133835188,-0.034603644,-0.040913984,0.252475346,0.063893409,0.172433159,0.281906516,0.293363111,0.144582768,0.301458866,0.055983655,0.029173912,0.141613167,0.184474162,-0.009723354,0.186473807,0.058508522,0.126272555,0.075797534,0.050122928,0.005691031,0.847201067,3.452199829,-18.96779102,3.502888203,0.60091361,3.48352153,1.01E-05,0.000738565,0.000900458,18.9033168,12.073301
193,-0.0125,0.048,0.119274599,0.285117222,0.232450619,0.159531828,-0.042660895,0.083339691,-0.060567404,-0.064484654,-0.073854524,-0.067129372,-0.038522015,-0.035812501,-0.024517375,0.121750584,0.003975299,-0.03932415,0.225712506,0.266087976,0.192379061,-0.02221147,-0.041894645,0.114714322,0.124501619,0.112311426,0.08964573,-0.016273432,0.112104457,-0.01925851,0.856135117,3.819872423,-22.33556517,3.870288372,0.581734871,3.81141257,-3.14E-05,-0.000166846,0.000112531,21.9840874,9.841109
194,0.109722222,-0.0108,-0.049140745,0.251162644,0.149486196,-0.06088915,0.071415895,0.023573317,-0.120202373,-0.025123051,-0.126335829,-0.101287903,0.288502003,0.398515429,0.274011823,0.275719741,0.107925413,0.351436798,0.187717033,-0.061742136,0.025997951,0.095806958,0.086641267,0.108392872,0.134236253,0.037238793,0.147012611,0.167959709,0.131096586,0.063068006,0.81144986,3.184363872,-17.27744759,3.233210802,0.583053286,3.20766448,0.000162376,0.002387603,-0.000980517,17.1605995,12.190927
195,0.079166667,0.2958,-0.078832547,-0.244684235,0.207029629,0.089596616,-0.047074053,0.089963726,-0.0359653,-0.140271749,-0.108841383,-0.046961007,0.112746075,0.105508052,0.070947768,-0.039002208,-0.000658872,0.197387602,0.11441828,0.345079217,0.260743182,-0.001255947,0.122708852,0.269490227,0.139384677,0.183037773,-0.030643229,0.19084882,0.012055785,0.076206291,1.302428104,4.383978697,-27.22530215,4.464152336,0.978600896,4.36863247,-0.000121262,0.001214798,0.000904054,26.5816885,11.795215
196,0.216666667,-0.0402,-0.0084467,-0.089233509,-0.2201068,-0.099529636,-0.132512341,0.018058587,0.007001907,-0.108455748,-0.07252314,-0.146260125,0.205222872,0.378624173,-0.06672121,0.158408403,0.334835127,0.189268861,0.059879316,0.229135871,0.205096071,-0.027831334,0.010031665,0.132781474,0.035695761,0.015848536,0.005194328,0.106246731,0.064584767,0.06010918,1.028263848,4.046659444,-23.29734184,4.108530045,0.739085456,4.0571003,-3.46E-05,-0.000400666,0.000375741,23.0167859,12.523464
197,0.201388889,-0.0318,0.14548898,0.007457274,-0.1307989,0.173951621,0.130502582,0.116146037,0.049312206,-0.153114777,-0.034808527,-0.058023801,0.307398444,0.107593445,0.355355284,0.018333112,0.284162797,-0.071449961,0.315959143,0.018135804,-0.002411718,0.122637365,0.02261302,0.232488345,0.03489904,0.111598739,-0.000459753,0.115888128,0.09146732,0.031210397,0.913650495,3.742856135,-21.56520468,3.797471762,0.644138516,3.75033003,0.000126373,0.002275901,-0.00042417,21.3132122,11.236621
198,0.4,0.1782,-0.044438633,0.163306447,-0.068882077,0.146531026,0.107161519,0.027251519,0.057232692,-0.165464523,-0.028559791,0.02615237,0.473519139,0.482255046,-0.004055071,0.123000104,0.097881089,-0.032373201,0.295726688,-0.056974816,0.009952918,0.042656984,0.043590011,0.090549078,0.006316372,-0.001878553,-0.04847347,0.178235698,0.097982103,0.07864767,0.798730047,3.369398643,-18.8580158,3.416907549,0.555186364,3.39479534,-4.39E-06,0.000835335,0.000325359,18.7199649,10.587247
199,0.238055556,0.216,-0.050840092,-0.20578997,0.12503986,0.099123378,0.012582621,0.1090802,-0.084409905,-0.119616961,0.01950917,-0.018003119,0.377643899,0.134121527,0.179232942,0.041825172,0.278991011,0.310018568,0.002796016,0.395164596,0.173750461,0.247595626,0.045486743,0.048042403,-0.028804733,0.070738212,0.199184279,0.060154661,-0.029069843,0.041662505,1.106651077,3.809698417,-22.60738062,3.87761426,0.827965822,3.83016115,-0.000121392,0.000891276,0.000854554,22.3115417,11.960164
200,0.103611111,0.1194,0.045050781,0.108536489,0.241516996,-0.147606808,-0.090936689,0.06578623,-0.120609295,-0.083714609,-0.054968043,0.029312554,0.303284756,0.320661823,0.107270657,0.063457513,0.215040705,-0.063632548,0.080626843,0.118748639,0.012768899,0.17008668,0.048542467,0.008439718,0.149123563,0.166994434,0.162044,0.083830797,0.01591137,0.035496029,0.933800886,3.907864037,-22.83169249,3.963483334,0.652853642,3.90061149,-9.18E-06,0.002715748,0.000276168,22.4319799,10.789702
201,0.161666667,0.2538,0.016850972,0.105835832,-0.061248785,0.189631399,-0.067622589,0.022421959,0.025246811,0.004997992,-0.102491362,-0.065330476,0.328816398,0.239177153,0.170411704,0.299191307,0.237892473,0.36655299,0.103295796,0.354494144,-0.029302107,0.246118462,0.041619675,0.139617719,0.162119714,0.068427275,0.013172691,0.19690831,0.076778164,-0.008160616,0.909878946,3.44934657,-19.88341462,3.504414082,0.660553539,3.46928388,0.000102695,0.000425365,-0.000191791,19.7025609,12.37133
202,-0.036944444,-0.057,0.153656957,0.159123871,-0.225808921,0.055578007,-0.131964883,-0.117730186,-0.097115867,-0.152778442,-0.004039124,-0.001959983,0.434561965,0.10465244,0.400552641,0.079886902,0.346902762,0.378757371,0.376376098,0.063766152,0.079270597,0.237140044,0.130797484,0.274549927,-0.026474835,0.103522575,0.110225681,0.015026091,0.117371389,0.074431065,1.089766994,3.662436165,-21.04413544,3.729532957,0.824883654,3.70235866,-0.000122574,0.000910322,0.000600635,20.9044842,13.720315
203,-0.055277778,0.0606,0.197952536,-0.038968802,0.145242449,-0.083168919,-0.113935524,0.078243614,-0.051475934,-0.007862409,-0.03574206,0.018231704,0.23858031,0.182527203,-0.070371094,0.300257976,0.218912207,0.363551773,0.108028849,-0.0056447,-0.006948276,0.037492098,-0.02013907,0.115807008,0.171981894,0.196164113,0.07573774,0.029044777,0.045855868,-0.019197389,1.092857859,3.974136355,-23.42501238,4.040689468,0.805617094,3.97656129,0.00014987,0.002211022,-0.000691147,23.0385979,11.303026
204,0.039444444,0.0228,0.006063474,0.192551603,0.202418243,-0.113472143,-0.096692981,-0.002676244,-0.17957426,-0.043161042,-0.132091553,-0.123722725,0.479406027,0.144745224,0.209722213,0.238747499,0.002322363,0.374270986,0.197701925,-0.075232322,0.214982266,0.173722485,0.082318547,-0.035316459,0.142424544,0.150709054,0.061891725,0.172337188,0.094128312,-0.010753269,0.955176015,3.33275745,-18.56142274,3.39126873,0.712973663,3.36091457,2.24E-05,0.001955585,-7.28E-06,18.4098467,12.297393
205,0.149444444,-0.0612,-0.002004522,-0.146497258,-0.190904237,0.198075169,-0.031189806,0.111761967,-0.103714487,0.041908679,-0.047535428,-0.058583962,0.334222674,0.151139554,0.018805079,0.027633541,-0.00666393,0.175891442,0.381041673,0.122660305,0.223755131,0.230946985,0.225899978,0.124687794,0.123812774,0.024926115,0.108191908,0.052470569,0.07784117,0.028177586,0.998629751,3.719347488,-21.18162782,3.779948235,0.732449402,3.74046851,0.000121588,0.001832623,-0.000356954,20.9943152,12.801678
206,0.079166667,-0.057,0.0767271,-0.028058933,0.069083894,-0.065935159,-0.081743352,-0.103643526,-0.120987869,0.043895166,-0.077425074,-0.009998117,0.08361983,0.236474364,0.367079566,-0.055410999,0.337925574,0.032162197,0.25800805,-0.001853594,0.021953224,0.003961042,0.274658213,0.257782886,0.124402026,0.068135818,0.097977863,0.015344253,-0.017605275,0.080260031,0.965121693,3.829603273,-21.88159322,3.887598038,0.690149233,3.84552362,-2.37E-06,0.0009617,3.29E-05,21.6593455,11.864175
207,0.060833333,0.0354,0.050506185,0.25212431,0.186201087,0.067838074,0.12136114,0.041463721,-0.07845594,-0.196757485,0.028449373,-0.051947453,-0.032537369,-0.004269067,0.36585303,0.345333465,-0.020689539,0.030582676,0.321224342,-0.003377164,0.150870894,-0.016571973,0.123535673,0.087762266,0.103478158,0.023436894,-0.01097888,0.160696756,-0.003527306,-0.011908321,0.84074315,3.644332899,-21.08982542,3.694102764,0.578601758,3.65123071,6.44E-05,0.002608849,-0.000340157,20.8144715,10.597429
208,-0.1225,-0.0066,0.16076875,-0.056631465,-0.092360421,0.021551171,0.055420825,0.092362889,-0.181529711,0.016103773,-0.090534026,-0.11828077,0.087314322,0.131213563,0.16371324,0.17144892,0.334578678,0.196612,0.3237381,0.008660085,0.144351472,0.07609022,0.144266674,0.089443305,0.085252487,0.042450417,-0.044254478,0.144282767,0.067152365,0.071257456,1.033567453,3.965595227,-23.05244032,4.028033257,0.74804574,3.97900302,0.000782852,0.002462118,-0.006374998,22.8021938,12.271661
209,0.033333333,0.0354,-0.040524214,0.041753908,-0.157798446,-0.186664114,-0.081111838,-0.097270701,0.03381441,-0.066582668,0.026752935,-0.042594421,0.314870882,0.286025867,-0.012083369,0.030303742,0.075964495,0.304998325,0.050311132,0.005192983,0.274068204,0.142395305,0.079856638,0.055549314,0.041097096,0.169512893,0.017635492,0.008422915,0.099944087,0.046473661,1.00977862,3.694001711,-20.62877597,3.755441904,0.743069347,3.73376701,-6.81E-05,0.000519015,0.000483222,20.5311407,12.286323
210,-0.137777778,0.2958,0.046320182,-0.062469979,0.20799138,-0.101886581,0.010040595,0.117631926,-0.131742453,0.017906157,-0.020639924,-0.113500199,-0.0138147,0.412081374,-0.089458826,0.143625645,0.038940808,0.133417482,-0.068208037,-0.058920374,0.114233027,0.096351923,0.015824213,0.222850129,0.038578109,0.084545458,0.145638317,0.036871121,0.049190168,-0.004784595,1.147241999,4.296884025,-25.63039193,4.366444588,0.832226726,4.29422277,-5.13E-05,0.000203705,0.000303247,25.183217,10.115098
211,-0.018611111,-0.1032,0.038987871,0.202166823,0.121020811,0.058168741,0.049936541,-0.09435059,-0.101236311,-0.073904572,-0.077888967,-0.076387147,-0.099347644,0.079995323,0.311261966,-0.06474842,0.277610388,0.3778359,-0.065011552,0.06278264,0.10174841,0.128058165,0.169586225,-0.017735792,0.136072465,0.016701048,0.159590511,0.145371705,0.149758097,0.029672059,0.905581489,3.442559749,-18.87555035,3.497344017,0.656971164,3.48356802,7.38E-05,0.003349294,1.52E-05,18.8698619,10.865912
