Id,ratio[0],ratio[1],ratio[2],ratio[3],ratio[4],ratio[5],ratio[6],ratio[7],ratio[8],ratio[9],ratio[10],ratio[11],ratio[12],ratio[13],ratio[14],ratio[15],ratio[16],ratio[17],ratio[18],ratio[19],ratio[20],ratio[21],ratio[22],ratio[23],ratio[24],ratio[25],ratio[26],ratio[27],ratio[28],ratio[29],ratio[30],ratio[31],ratio[32],ratio[33],ratio[34],ratio[35],ratio[36],ratio[37],cd,cl,cm,cy,Cx,Cy,Cz,Cmx,Cmy,Cmz,Volume
210,0.351111111,0.1656,0.177441012,-0.15061069,0.106565897,0.047292166,0.035039489,0.085467275,-0.129706885,0.007776927,-0.083549566,-0.082061092,0.094087586,0.282088665,-0.030429126,0.13352729,0.246591761,0.265383647,-0.047966445,0.093010005,0.249963124,0.214188612,0.170172055,0.221607165,0.112272044,-0.018685253,0.142233085,0.131099905,0.093450557,0.028394174,0.057576011,0.024727241,-0.045484327,0.022108699,-0.040255161,-0.016609677,-0.015924497,-0.063832044,0.925024477,3.559603535,-20.55249186,3.615458965,0.667482929,3.57495997,0.000211484,0.003084185,-0.00151964,20.3441555,11.007586
211,-0.131666667,0.1194,0.155079344,-0.034247682,0.166063693,-0.020934633,-0.106701361,0.017415717,-0.184506718,-0.148944751,-0.132441531,-0.125299789,0.36469152,0.419361099,0.372079591,0.246348152,0.064815735,0.170793813,0.31766937,0.327030336,0.143550795,0.150068031,-0.031035032,0.145769305,0.173936814,0.104715945,0.026859897,0.042437893,0.03818676,0.091694248,-0.058941042,-0.072250338,-0.141971601,0.014348778,-0.065664847,-0.044047443,-0.057125124,-0.040719475,1.218583466,4.247268164,-26.10229497,4.321926117,0.910532246,4.23994425,3.15E-05,0.000830931,-0.000271558,25.5673272,13.986122
212,0.241111111,0.069,0.100166289,0.033616007,0.076076325,0.08546398,0.031584709,0.115994175,-0.112343397,-0.133116197,-0.029197664,-0.075729416,0.254684827,0.362489671,-0.016737879,0.023310602,0.008578846,0.236580971,0.230709213,0.0339376,0.255969725,0.1095447,0.08206337,0.043031902,0.148830116,0.099772531,0.184292936,0.175058523,0.138667448,0.049187021,0.016947414,0.090382863,-0.0200317,-0.129927957,-0.053636106,-0.139026123,-0.078902899,-0.024495618,0.910428616,3.536435148,-20.23481592,3.591328859,0.655940734,3.54049259,-1.81E-05,0.001632949,-4.46E-05,19.9176925,11.643856
213,-0.033888889,0.1908,0.13764334,-0.179892959,0.105049233,0.02046794,-0.037084439,-0.083315018,0.01622275,-0.173292154,-0.061806771,-0.073924672,0.031282089,0.266758055,0.095518519,0.005577232,0.079506319,0.358282775,0.266729135,0.063867072,0.200245323,0.10340312,0.008855035,0.11964438,0.095362492,0.137959659,0.189429776,0.136526631,-0.025898464,0.003087956,0.055348033,0.091941497,-0.046374974,-0.158313384,-0.191067721,-0.055610215,-0.032101032,-0.001699576,1.23812027,4.316177327,-26.21745828,4.392030239,0.923923642,4.30645162,6.06E-05,0.002823733,-0.000229266,25.6856813,12.081815
214,-0.018611111,-0.1116,-0.068564355,0.274012427,0.064113417,-0.199399552,0.02213885,-0.055363402,-0.182272285,-0.041659161,-0.134850951,-0.149416563,0.010483777,-0.089608027,0.180964552,0.249126564,0.305140345,0.340684829,0.113875259,0.09682056,0.14735246,0.154504445,-0.048479929,0.136797122,-0.020969227,0.08876573,0.014568831,0.112469082,0.009276406,-0.004457619,0.000373612,0.048531245,0.022747398,-0.012782466,-0.12951841,-0.14382565,0.003158627,-0.051062435,0.879126512,3.57597146,-19.57224969,3.628585339,0.622843304,3.61350121,1.11E-05,0.000929161,2.44E-05,19.5437001,11.77154
215,0.305277778,0.258,0.007218622,-0.122308974,-0.060171614,-0.114893348,0.041157811,0.032560305,0.037720835,-0.075447526,-0.109141022,-0.141853427,-0.01068134,0.48824783,0.446688894,0.221167038,0.272201407,0.286523751,0.337614309,0.316937668,0.180450272,0.066019557,0.128502652,-0.023536578,0.060814266,0.111950931,0.112756827,-0.025002995,0.045800732,-0.006993197,-0.042037079,0.012876871,-0.01056775,-0.008389923,-0.024957632,-0.095327696,-0.049302916,-0.081750776,0.948751107,3.612260201,-21.06754071,3.669642448,0.68937283,3.6202296,0.000116939,0.001493462,-0.001007594,20.7959858,13.526962
216,-0.061388889,0.006,-0.095746138,0.261074596,0.241025586,-0.175165893,0.000288441,-0.107394739,-0.012932079,-0.084618254,-0.120983479,-0.142834345,0.414471723,-0.025848645,0.44081362,0.125085756,0.227182419,0.18057871,0.269821582,-0.072629272,0.100212439,0.034727975,0.029205483,0.231056496,0.069972572,-0.000842328,0.073828435,0.017122008,0.075195976,0.079417574,0.069471426,-0.043437826,-0.04414845,-0.097785605,-0.157642877,-0.064575691,-0.11916458,-0.096029535,0.887569968,3.540503892,-19.68048935,3.593793154,0.631931506,3.56180455,0.000119761,0.002236262,-0.000389507,19.5131992,12.023817
217,-0.018611111,-0.0906,0.194792198,-0.160958717,-0.189437702,0.139358745,-0.006526568,-0.071285856,-0.172055693,-0.04574694,-0.137086926,-0.03772164,0.426120846,-0.07397841,0.427556882,0.189666367,0.082654556,0.346257123,0.3615375,-0.057081856,0.11992858,0.038876954,-0.000691068,0.28770894,0.045532664,0.107437613,-0.04389001,0.14587409,0.104744505,0.000910693,-0.08315671,-0.010589899,0.045541287,-0.04504243,-0.167174576,-0.096257909,-0.090461113,0.004416476,1.148686595,3.89094464,-22.28275058,3.96159482,0.86634703,3.93684744,7.05E-05,0.000363051,-0.000289269,22.2150981,13.241014
218,0.094444444,0.1404,0.114142373,0.182277621,-0.160602416,0.099250486,0.07476932,-0.05021823,-0.040867385,-0.069861299,-0.128711245,-0.016883518,-0.097759275,0.173686337,0.066064183,0.380455952,0.347219646,-0.053779583,0.362392751,0.102854935,-0.031455463,0.228793128,0.209178576,0.019546347,0.181269356,0.056334792,0.090385107,0.191311396,0.061144907,-0.008029767,-0.040920112,-0.032631962,0.030870478,-0.182593199,0.005206967,0.018434525,-0.118358841,-0.078351121,0.878428892,3.627855925,-20.68363831,3.680294752,0.616883243,3.66039271,-7.31E-05,0.001195595,0.000422823,20.6044606,11.455277
219,0.326666667,-0.0066,0.190882905,-0.237204224,0.206492604,-0.013297903,0.110552832,0.112289184,0.037565875,0.039053954,-0.05335164,-0.066827006,0.012240686,0.406391452,-0.040918545,0.290712636,-0.010288886,0.23817237,-0.027625286,0.042196363,0.282283884,0.0644763,0.153534714,0.244269899,0.18033864,0.033948479,0.039424522,0.100390827,0.000265003,0.063376427,0.051507898,-0.09885096,-0.107843454,0.002615704,-0.127228486,-0.147460717,0.009153099,-0.023566099,0.935284027,3.645195033,-21.127141,3.701557636,0.671037132,3.65791242,8.07E-05,0.001829748,-6.17E-06,20.8569777,11.303985
220,-0.095,0.2538,0.189610141,-0.011839326,0.220004713,0.004536362,-0.106265004,-0.079871446,-0.161396747,-0.054084807,0.001035218,0.008992704,0.219097294,0.485930206,0.246928143,0.269705625,0.34436714,0.167062592,0.271838674,0.3772912,0.160835344,0.164751828,0.157231684,0.149203526,-0.001177221,0.024306821,0.053577537,0.00940795,0.034100409,0.095227921,-0.089135198,0.053878661,-0.060752474,0.027126525,-0.018849353,-0.121133251,-0.077791994,-0.065543794,1.183747713,4.144001245,-25.57138378,4.216480732,0.881197948,4.13473669,-7.28E-05,0.00040985,0.000860672,25.0387974,13.224211
221,-0.076666667,-0.0318,-0.088511306,-0.185593383,-0.125913216,0.053172489,-0.04014583,0.024005498,-0.042350555,-0.035160247,-0.025181771,-0.03147399,0.451691464,0.427825444,-0.050160386,0.191718196,0.19085575,0.246915998,0.358285941,-0.06786385,0.067141183,0.198436202,-0.011225662,0.207979283,0.091437414,0.087902444,0.107086524,0.015649901,0.073077421,0.042520386,0.049698079,0.080038001,-0.184881795,-0.159403732,-0.120544342,-0.077073375,-0.074833575,-0.035481717,1.141178758,3.939226534,-22.81082712,4.009235382,0.855423385,3.96840323,-7.29E-06,0.001007969,-0.000130695,22.5511588,13.566553
222,0.311388889,0.0858,0.076805724,-0.149465205,-0.220737462,0.156168972,0.1060321,0.03751483,-0.027127289,-0.179481214,-0.133690105,-0.097108457,0.338645097,0.123784354,-0.065601832,0.288308924,-0.044840353,0.005599376,0.03380091,-0.024466571,0.183703615,0.234171453,0.283847939,0.175744451,0.053578017,0.083547341,0.117763303,0.19795496,0.112501518,0.078011225,-0.027859742,0.098014067,-0.105365721,-0.048479502,0.017784818,-0.01190806,-0.074068569,0.001765052,0.973994937,3.704393605,-20.93847104,3.76331234,0.707694678,3.73495129,-9.19E-05,0.001335024,0.000915033,20.8175937,11.272511
223,-0.119444444,0.279,0.090919153,-0.055514476,0.068095707,-0.013810653,0.037894616,0.009926194,-0.1293032,-0.177967355,-0.075968902,-0.049448455,0.436694216,0.257272169,-0.074489112,0.163048927,0.164483124,0.105292789,0.279755214,0.22812233,0.24352457,0.205266716,0.290593896,0.070683257,0.1810191,-0.015923368,0.011099955,0.184349897,0.118398622,-0.012092532,-0.063022234,-0.005546974,-0.028146187,-0.017453429,-0.091676707,-0.050156305,0.005295318,-0.081270564,1.192077845,4.064215323,-24.56273835,4.137470245,0.895809021,4.06299879,-1.81E-05,0.002715196,7.97E-07,24.1042361,12.853448
224,-0.137777778,0.0228,0.099214533,-0.217230646,0.15158474,-0.138914034,-0.032297705,0.005140671,-0.040460335,-0.044273569,-0.010577366,-0.146065141,0.145641642,0.091522658,0.087068113,-0.074419993,0.081275772,0.349933136,0.181700244,0.316061399,0.242013372,0.109853557,0.02025037,0.241630077,0.02726986,0.001552009,0.139411675,-0.024421462,0.052473516,0.031699837,-0.087345379,0.058335484,-0.014259209,-0.179766066,-0.007257957,-0.145464229,-0.026561957,-0.010667711,1.20559121,4.232080925,-25.22135686,4.305869579,0.899398165,4.23484979,0.000183191,0.002514659,-0.001114233,24.7972749,12.81747
225,0.158611111,0.0144,-0.052097528,-0.241568316,0.142554927,0.013137759,-0.134595644,0.081142435,-0.17107542,-0.143843433,0.015296926,-0.02941984,0.319508187,0.2315071,0.150062954,0.020098282,0.137399438,0.258989866,0.291242786,0.256919657,0.074829301,0.074984657,0.285762477,0.199429951,0.01130981,-0.005512955,-0.008533579,0.057319053,0.087766623,0.001004711,-0.025202559,0.094579259,0.0018949,-0.19481517,-0.103684401,-0.01972521,-0.004885422,-0.085216604,1.203914931,4.126005796,-24.69915452,4.199935913,0.901547959,4.11846288,0.000134662,0.000867393,-0.000288629,24.1628444,12.944846
226,-0.134722222,0.0018,0.197027665,0.193050338,-0.130284054,0.047481782,0.116274,-0.105880186,-0.179941152,-0.090670879,-0.027420386,-0.048630668,-0.004500434,0.419936206,0.184343901,0.355554791,0.237071944,-0.023292489,0.390796924,0.096197409,0.292849204,0.146690775,0.025080175,0.054503943,0.15141112,0.197298067,0.017191159,0.123925783,0.09608995,-0.014978111,-0.058543879,-0.054961335,-0.192242549,0.019325353,-0.133378206,-0.111276406,-0.094206184,-0.004089867,0.981056938,3.707138242,-21.48198784,3.766542912,0.712205814,3.73328301,1.27E-05,0.00140674,-0.000310142,21.3232376,13.222327
227,0.125,0.0648,0.199834344,-0.212538763,0.239342636,0.146214316,-0.024253251,0.11780635,-0.021887513,-0.047062603,-0.023406791,-0.081284336,0.09973777,0.361205077,-0.018656844,0.06926115,0.248564249,0.067853701,0.144634177,0.070533911,0.039421432,0.098915499,0.171944614,0.04486619,0.052413374,0.124292642,-0.038638515,-0.02170251,0.046937201,0.063012971,0.067314135,-0.092213916,-0.102300559,-0.127297616,-0.022655344,-0.128117514,-0.080837776,-0.034152557,1.130462544,4.277622793,-25.8160644,4.346059799,0.81958517,4.27330318,1.56E-05,0.001884337,-0.000100801,25.354345,10.613934
228,0.002777778,-0.1116,0.127509906,-0.020217454,0.208025352,-0.057286639,0.099398693,-0.011398416,-0.006649,0.042947714,0.024131114,-0.088331266,0.184029812,0.206470277,0.037110701,-0.055172786,0.261881844,-0.044867852,0.10620553,0.073195341,-0.032462808,0.19370612,0.040539663,0.180665826,0.009124201,0.068348845,0.102437555,0.105989408,0.124526937,0.03127464,0.072708929,-0.037194089,-0.036646434,-0.191713682,-0.087257624,0.019189913,-0.024453148,-0.050851521,0.919777657,3.829627592,-21.81418312,3.884459257,0.644972186,3.85107936,-8.49E-05,0.00063383,0.000490241,21.6291628,10.615496
229,-0.15,-0.078,-0.002520229,-0.240064218,0.050013745,-0.194085156,-0.03396255,0.092050982,-0.097206125,-0.177408327,-0.12074048,-0.145403225,0.040817165,0.19128424,0.119642428,0.104713772,0.274792736,0.100368212,0.052099264,-0.029362902,0.080360186,-0.02468379,0.235519716,0.254810074,0.083288427,0.006499003,0.003007255,0.122449013,0.128553947,0.060786806,-0.080617955,0.051575194,-0.071739184,-0.040074576,-0.001661049,-0.127447719,-0.002728642,-0.042158633,1.240038282,4.53440196,-26.78703518,4.609857082,0.912742988,4.540709,1.30E-05,0.00188864,8.51E-05,26.3541704,12.098996
230,-0.009444444,-0.12,0.163910581,0.124697084,-0.159776948,-0.140261334,-0.04122107,0.009722151,-0.068163677,-0.050964725,-0.072221724,-0.124270666,0.271631906,0.330056894,0.154521446,0.354941388,0.106962452,0.002243974,0.030051953,0.301647849,-0.008740493,-0.013562925,-0.047439087,0.035531138,0.158452385,0.013190061,0.091229324,-0.033306359,-0.006282809,0.001264814,-0.014575508,0.03739336,-0.001769321,-0.149056981,-0.135033723,0.005511677,-0.039980689,-0.030948929,0.927432617,3.860150933,-21.85203723,3.915442228,0.651768413,3.88022052,0.000226218,0.002913419,-0.001336021,21.6965312,12.089952
231,-0.018611111,-0.1074,-0.064028876,-0.247065496,0.116299867,0.06513775,-0.114866537,0.005582709,-0.146694523,-0.113661464,-0.078200113,-0.086297278,-0.067277843,0.117815694,0.243125792,-0.053927638,0.02036865,0.309665698,-0.06202567,0.276780011,0.247076863,0.052702231,0.09253054,0.289547247,0.193864678,0.061074848,0.042484801,0.003001191,0.011133538,0.078213208,0.097973787,-0.019424706,-0.15208592,-0.045167583,-0.039931347,-8.55713E-05,-0.069038035,0.007179537,1.22414172,4.39515844,-26.31685457,4.469843864,0.906648047,4.40005004,-8.20E-06,0.00106027,-1.43E-05,25.8911827,12.412555
232,0.393888889,0.0648,0.019661432,-0.129205234,0.244705349,0.147104589,0.025407262,0.04131271,-0.18332461,0.005908044,-0.091218238,-0.024606457,0.353163495,0.089307776,0.072194585,0.208767993,-0.025321365,0.241416195,0.256416682,0.000523658,0.052664984,0.034888107,0.080368328,0.216202686,0.079689115,0.175591941,0.186645455,0.047535917,-0.023399417,0.032667427,-0.068230489,-0.06813265,-0.084027341,-0.193482928,-0.087621961,0.019006012,-0.056915582,-0.090451913,0.899188809,3.438219822,-19.26930358,3.492568731,0.650998972,3.44718174,3.81E-05,0.002207912,0.000203378,19.0089866,11.358727
233,0.296111111,0.0438,0.138640608,-0.131078444,-0.033041103,0.126472979,0.137966029,-0.089324011,-0.178028191,0.048938074,-0.082229683,-0.118939085,-0.071566588,0.421021753,0.220889269,0.042980399,0.131720354,0.22672415,0.103357887,0.101873735,0.046919809,0.073168264,0.203404132,0.012695214,0.144326006,0.192230063,-0.023646747,0.108322676,0.096610217,0.012230756,0.061106989,0.047191486,-0.140457715,-0.023868213,-0.099879477,-0.063917074,-0.060203579,-0.062586017,0.895203555,3.632625203,-20.46300057,3.686222553,0.633211613,3.65474901,5.58E-05,0.001836981,6.52E-06,20.3437992,11.530141
234,0.283888889,0.2832,-0.06083993,0.174233318,-0.249996812,-0.000363871,0.134039429,0.045361987,0.011635709,-0.024923319,-0.127317951,0.01273434,0.163531404,0.025762318,0.16777402,0.155715368,0.327686906,0.365717636,0.369560663,0.135131351,0.122432002,0.081994221,0.266611127,0.045762951,0.144770553,0.048601788,0.158104997,0.117291307,0.050218993,-0.002803517,0.091846393,-0.094496495,0.022350691,-0.009992963,-0.02886653,0.011237638,-0.04052938,-0.006761397,0.803115426,3.062462122,-16.4239607,3.111024618,0.583536024,3.10361022,0.000117418,0.001316134,-0.000414522,16.4574419,12.273242
235,0.204444444,0.0648,0.117085353,0.005720705,-0.218376937,-0.01197501,0.127239753,0.050217742,0.032016949,0.030495287,-0.09473039,-0.126706811,0.444487543,0.386971366,0.343275911,0.079591245,0.245846029,0.206413941,0.325461406,0.352168752,-0.015500064,0.077383778,0.24683805,0.24272464,0.010380712,0.003049242,0.195604503,0.140897961,0.102147595,-0.017039551,0.048071057,-0.02096226,-0.048453291,-0.001707332,-0.034899792,0.00039894,-0.020249828,-0.05782132,0.910577202,3.17427573,-17.49894106,3.230062008,0.682159317,3.22350654,2.64E-05,0.00172392,-6.70E-05,17.5021995,13.659951
236,0.100555556,0.2622,0.108174839,-0.035931561,0.082181366,0.164149654,0.047594403,0.057110256,-0.004658383,-0.073205359,-0.123000561,-0.010742245,0.471027645,0.476565386,0.180534306,0.205871746,0.199387159,0.079770271,-0.047054421,-0.015310063,0.165880392,0.110476212,0.163790481,0.188935794,0.06319203,0.018063554,0.188065579,0.067063903,-0.022604731,0.084181243,0.012785169,-0.06711675,-0.190520976,0.006395294,-0.166557406,-0.034322216,-0.059166843,-0.023651123,1.00301637,3.738930152,-21.78893279,3.79978919,0.732240371,3.75060997,0.00012807,0.002856983,-0.000536843,21.5126342,11.415867
237,0.036388889,-0.0234,-0.02914565,0.019277689,-0.115776704,0.183035116,0.147852333,-0.10075297,-0.042208761,-0.143605572,-0.13161968,-0.134992706,-0.015395592,0.21403761,0.399833861,0.016005791,0.349857372,0.088754377,-0.001528864,0.039117336,0.116300374,0.163473819,0.150431368,0.001885247,0.033422445,0.021465302,0.171630297,0.118144377,0.005413543,-0.013193799,-0.051380869,-0.034144009,-0.012684617,0.027858538,-0.015347988,-0.118554525,-0.052857302,-0.077158097,0.945057196,3.827941852,-21.66708185,3.884541035,0.669955646,3.86773028,2.48E-05,0.002489043,8.12E-05,21.6441241,11.27828
238,0.3725,0.279,-0.039694125,-0.015505446,0.061417672,-0.130499341,-0.055272271,-0.070213149,0.035867476,-0.116564935,-0.060494207,-0.113345383,0.216748115,0.182057258,0.008697809,0.151871888,0.286243815,0.380062944,0.294379557,0.371912754,0.208337348,0.234650978,0.14771753,0.237983693,0.159720636,0.190146774,0.132437844,0.071203994,0.108075831,0.035392672,0.047452779,0.027509123,-0.148104549,0.004734143,-0.137090964,-0.129339263,-0.063423693,0.003053309,0.948433095,3.410550013,-19.67721966,3.468401432,0.702594899,3.41691103,-2.84E-05,0.002729748,0.000373128,19.3668406,13.468454
239,0.048611111,0.2748,0.022834717,-0.176550345,0.135333041,0.198960396,-0.146461896,0.057945796,-0.029664267,-0.099552083,-0.042865724,-0.094084033,0.343576725,-0.041644425,0.217016576,0.300234702,0.227410528,0.372024094,0.363168371,0.200891164,0.076368341,0.092683322,-0.03440311,0.129630128,0.167265119,-0.005925573,0.1668812,0.165111979,-0.00052137,0.065894157,0.004613494,-0.050885612,-0.07053634,-0.131321708,-0.104892675,-0.065631126,-0.088599966,-0.0386041,1.27797054,4.203555051,-25.80968297,4.28246212,0.969332485,4.19700981,0.000185638,0.001787892,-0.000786555,25.2609933,12.651955
240,0.228888889,0.0312,0.009870434,-0.158374969,0.045570525,-0.128981879,0.106450166,-0.054068352,0.013245457,0.00221291,-0.143661142,0.014261372,0.186132977,0.46533064,0.043922141,0.324190618,0.23011322,-0.006273343,-0.026404133,0.058841299,-0.041081135,0.187743919,0.023670575,0.166521482,0.037258312,0.05534263,-0.003158483,0.198524706,0.05898309,0.085305282,-0.013793933,0.013893178,-0.07572816,-0.144801715,0.003447841,-0.100096492,-0.070792723,-0.018276569,0.916564251,3.844786975,-21.89711554,3.899357557,0.639299411,3.85635775,-2.58E-05,0.002045721,0.00054962,21.6572686,11.46417
241,-0.101111111,0.2622,0.121894982,0.08649751,0.024375147,-0.030093525,-0.129023298,0.089406235,-0.130644828,-0.199520221,-0.066305634,-0.007122028,0.476902345,-0.023661069,0.086104211,0.351161853,0.033249669,-0.00012255,0.060763806,0.379448407,0.0642706,0.117520092,0.292463051,0.142950316,0.121115503,0.123164601,-0.045155814,0.100778146,0.075500572,0.065725522,-0.046368099,0.071284049,-0.087306711,-0.067855306,0.027518425,-0.067707683,-0.070874192,-0.080304994,1.171104773,4.131443444,-24.85926109,4.203071594,0.869589385,4.1311589,-4.53E-05,0.001692556,0.000286434,24.395048,11.98828
242,-0.137777778,-0.0948,-0.065126874,-0.047054395,0.173344262,-0.08274347,-0.079267986,-0.118904172,-0.199346044,-0.185299649,0.025640537,-0.094750114,0.221294756,0.492421954,0.320689854,0.14758416,-0.037618629,0.128326254,0.078300093,0.016996306,-0.033069695,0.219082072,0.047521162,0.236426809,0.041522917,0.164162119,0.056217999,0.105426784,0.09831594,0.061009112,0.082952144,-0.046565756,-0.053368158,-0.117467053,-0.03100942,-0.01326343,-0.072086734,-0.089634302,1.154085971,4.284592596,-25.33871961,4.354660511,0.844640305,4.27972978,4.28E-05,-0.000137023,0.000503072,24.8706222,12.65017
243,0.311388889,-0.0108,-0.0425183,0.068418582,0.054215977,-0.028423361,0.144821722,-0.104830718,-0.024346592,-0.119001744,0.021121345,-0.133491617,0.11696737,0.290147941,0.015102053,0.309378848,0.084534288,0.371151173,0.242113426,0.05930769,0.056914749,0.222137283,0.290000363,0.099847174,0.074075751,0.001937029,0.106336195,0.13962382,0.104977334,0.026249091,0.088085228,-0.064882113,-0.021682105,-0.10891386,-0.067602548,0.009741179,-0.042584983,-0.059650731,0.844750794,3.153197171,-17.00946229,3.204442978,0.617797725,3.19227112,3.19E-05,0.0023973,-2.23E-05,16.9900054,12.226009
244,0.082222222,0.2034,-0.044025978,0.125151241,-0.103282606,0.08828901,0.06027004,0.018671813,-0.155086332,0.036124482,-0.08400002,-0.022342049,0.459915048,0.340896792,0.277647898,-0.02086204,0.073284828,0.213859134,0.000350371,-6.61421E-05,0.151815164,0.032567083,0.274189325,0.101641459,0.172598757,0.064374422,0.042194778,0.045280508,0.025906919,-0.012122759,0.044527929,0.043555571,-0.110505075,-0.123344161,0.012459677,-0.110501727,-0.086415802,0.002259676,0.857966057,3.277237014,-17.74506589,3.329102516,0.622431203,3.32056206,0.000109284,0.001697007,-0.000527002,17.7658493,11.76577
245,0.283888889,0.2202,0.169623498,0.06422891,0.037094551,0.051558124,0.0188789,-0.041273024,-0.133784477,-0.086557394,0.011199636,-0.072997942,-0.055030306,0.175512046,0.348855375,0.216784964,0.308393728,0.197246737,0.365119956,0.137524719,0.29345806,0.181904814,0.218929987,0.284296707,0.019415462,-0.017983398,0.076400584,-0.002443822,0.117554043,0.025944105,0.01202049,-0.0189747,-0.006067598,-0.177015261,-0.187472525,-0.052181978,-0.003300357,-0.098061214,0.876801408,3.451829506,-20.08092612,3.504583597,0.627893159,3.46344098,4.18E-05,0.002149599,-8.04E-05,19.8379816,12.388705
246,-0.082777778,-0.0024,0.141750878,0.06051837,0.081123553,0.182087477,-0.023599772,-0.054786296,-0.000547315,-0.06970828,-0.084891867,-0.081604034,0.382429874,0.030218987,0.342750905,0.292740218,-0.037895121,0.337013625,-0.005133796,0.069460569,0.122135596,0.174341603,0.005880481,0.246021548,0.192598697,0.086906377,0.115157339,0.166776234,0.067662578,0.046289054,-0.078408081,-0.061607963,0.024136332,-0.175071093,-0.116620562,-0.007373669,-0.078039413,-0.043718467,1.055756749,3.650292228,-20.95644856,3.715046167,0.78994877,3.68308915,0.000759937,0.000983196,-0.006055404,20.8137041,12.195506
247,0.176944444,0.2958,0.135892715,-0.113166294,-0.138481608,0.121676645,-0.008498639,0.004272767,-0.079877281,-0.013239896,-0.092373092,-0.034865884,0.087008005,-0.098430169,0.061627577,0.037703406,0.265285399,0.158229159,-0.04010079,-0.000544409,-0.026867103,0.019730022,0.006826121,0.087170293,0.04756856,0.074909379,-0.021109515,0.066676274,0.114493553,0.02368245,-0.004844169,-0.053817785,-0.023459467,-0.093619283,-0.147071609,-0.052734969,-0.056490428,-0.005650091,0.960447123,4.015196858,-22.96066231,4.072413445,0.672461461,4.03977035,-4.84E-05,0.00166924,0.00037858,22.8010098,9.471532
248,0.238055556,0.1488,0.102262537,0.142585589,-0.128943043,-0.076496636,-0.007136638,0.062107145,-0.113178957,-0.128248994,0.000681672,-0.017552633,0.472899583,0.332302946,0.292083004,0.38524255,0.143414961,-0.026212944,0.25548203,0.320111747,0.079030212,0.217538701,-0.024417616,0.107789801,0.124588228,0.085623329,0.030938905,0.103090327,0.049321294,0.03182972,-0.079748522,0.071714886,-0.072056994,-0.023922146,-0.187746193,-0.084447031,-0.110499645,-0.000926892,0.884586086,3.606510415,-20.73642939,3.659430742,0.625919032,3.61669312,-3.66E-05,0.000941526,0.000101282,20.4786282,13.046875
249,0.015,-0.0192,0.05171494,0.090415437,0.202850288,0.103941163,-0.12637766,0.072596499,0.01763758,-0.049742827,0.021358745,-0.128754286,0.016707777,0.002054768,0.287934478,0.114367941,0.027297944,0.089270126,0.347369547,-0.065909133,0.17669593,0.050478032,0.292661693,0.059644067,-0.016513298,0.083175368,-0.026905124,0.121008058,-0.029638386,-0.008936139,0.005739451,-0.019683115,-0.061546651,-0.005016563,-0.105101101,-0.029456265,-0.062325828,-0.07610206,0.986317046,3.917041626,-22.86855747,3.976301908,0.702543795,3.92168657,0.000220648,0.002197417,-0.001738405,22.5289982,10.868581
250,0.118888889,-0.1032,0.008818594,-0.024665297,-0.044841924,0.063878122,0.030309263,-0.019029488,0.02550516,-0.142286361,-0.079611351,-0.016623817,0.424453241,0.313051712,0.406718115,0.350476579,0.013725451,0.106363934,0.109542479,0.326255641,0.137991796,0.131662799,0.101759812,-0.021746534,0.125242713,0.167607083,0.017847042,-0.019897494,0.021653149,0.036560764,0.022351514,0.018877943,0.038745639,-0.071629212,-0.024299772,-0.01866437,-0.081937653,-0.047491658,0.987239923,3.748879484,-21.94444536,3.808613777,0.717222631,3.7615377,1.95E-05,0.002478494,9.29E-05,21.6999888,13.154267
251,-0.000277778,0.0144,0.082467542,-0.073484617,-0.049183545,0.133915479,-0.086089296,0.034337545,-0.071525504,-0.187084942,0.001282608,-0.055542758,0.075919587,0.142110839,0.445134295,0.122244065,0.250357095,0.081489856,0.250630755,0.272684899,0.126623914,0.001724698,0.295225401,0.206369278,0.154096136,0.198337633,0.192287076,0.003684755,0.074307803,0.029186734,0.064735285,-0.009636006,-0.093370601,-0.018245174,-0.181388302,0.011815837,0.005117425,-0.012944519,1.176818332,4.090706797,-24.55179656,4.162832737,0.880148679,4.09363901,-7.60E-05,-4.56E-05,0.000592447,24.1304536,13.026565
252,0.387777778,0.0144,0.039922563,0.023179073,-0.003750338,-0.039196163,0.097871475,0.034476827,-0.058841172,-0.169977751,-0.010016263,-0.01265663,0.356035705,0.313988554,-0.025514085,0.114712456,-0.019844375,0.031094709,0.232624329,0.117505109,0.049712091,0.01808653,0.120345362,0.113172646,0.177029963,0.011329871,0.144519074,0.021697698,0.068178252,0.06141356,-0.024847294,-0.07333844,-0.104308862,-0.145233987,-0.11928716,-0.086062336,-0.038847127,-0.077989526,0.841743335,3.508305457,-19.43714582,3.558476448,0.591251867,3.52234239,2.01E-05,0.002251729,0.000110094,19.2158143,11.565331
253,-0.116388889,0.258,0.105867736,0.098596768,0.137441466,-0.1459708,0.032550096,-0.029459029,-0.001722062,-0.061978791,-0.012123046,0.019374247,0.243995045,0.326814323,-0.007020909,0.272555321,-0.01551903,0.018591937,0.299217962,0.041296422,-0.038574931,0.215920107,0.291109675,0.24406433,0.168083475,0.097008696,0.056948004,0.120282484,0.019024762,0.013318455,-0.061357742,-0.047480788,-0.052508696,-0.072208392,-0.178761968,-0.029329895,-0.003569923,-0.072518529,1.024334105,3.826100392,-22.27624932,3.888234138,0.746331879,3.83213386,9.14E-06,0.000885103,-0.000247018,21.9192638,11.893472
